"no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_special_requests","booking_status","avg_price_per_room"
2,0,3,8,"Meal Plan 1",0,"Room_Type 4",55,2018,8,"Online",0,0,0,"Not_Canceled",126
1,0,0,2,"Meal Plan 1",0,"Room_Type 4",3,2018,11,"Aviation",0,0,0,"Not_Canceled",95
2,0,2,5,"Meal Plan 1",0,"Room_Type 4",4,2017,12,"Online",0,0,1,"Not_Canceled",92.43
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",5,2017,8,"Offline",0,0,0,"Not_Canceled",47.25
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",26,2018,11,"Offline",0,0,0,"Canceled",78.2
1,0,0,3,"Meal Plan 1",0,"Room_Type 4",11,2018,6,"Corporate",0,0,0,"Not_Canceled",90
2,0,2,0,"Meal Plan 1",0,"Room_Type 1",5,2017,9,"Corporate",1,1,0,"Not_Canceled",100
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,2018,12,"Corporate",0,0,1,"Not_Canceled",66.18
2,0,2,4,"Meal Plan 1",0,"Room_Type 1",139,2018,11,"Offline",0,0,0,"Canceled",68
2,0,0,2,"Not Selected",0,"Room_Type 1",23,2018,9,"Online",0,0,3,"Not_Canceled",129
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",58,2018,4,"Online",0,0,0,"Not_Canceled",99.45
2,0,2,6,"Meal Plan 1",0,"Room_Type 4",55,2018,3,"Online",0,0,1,"Not_Canceled",84.2
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",16,2018,11,"Offline",0,0,0,"Not_Canceled",75
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",110,2017,12,"Offline",0,0,0,"Not_Canceled",70
1,0,2,4,"Meal Plan 1",0,"Room_Type 1",89,2018,9,"Offline",0,0,0,"Not_Canceled",85
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",12,2018,1,"Online",0,0,0,"Not_Canceled",77
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",30,2018,10,"Offline",0,0,0,"Not_Canceled",85
2,0,1,3,"Not Selected",0,"Room_Type 1",40,2018,12,"Online",0,0,0,"Canceled",74.8
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,"Offline",0,0,0,"Canceled",100
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",52,2018,2,"Online",0,0,1,"Not_Canceled",84.8
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",2,2017,12,"Corporate",1,0,0,"Not_Canceled",65
1,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,12,"Online",0,0,2,"Not_Canceled",79.5
2,1,1,0,"Meal Plan 1",0,"Room_Type 1",6,2017,9,"Online",0,0,2,"Not_Canceled",105
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,2018,2,"Online",0,0,1,"Not_Canceled",85
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",34,2017,10,"Corporate",0,0,0,"Not_Canceled",65
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",25,2018,1,"Online",0,0,0,"Canceled",78.3
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",219,2017,9,"Offline",0,0,0,"Canceled",108
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,5,"Corporate",0,0,0,"Not_Canceled",110
2,0,2,1,"Not Selected",0,"Room_Type 1",21,2018,10,"Online",0,0,1,"Not_Canceled",129
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,"Offline",0,0,0,"Canceled",130
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",35,2017,9,"Online",0,0,0,"Not_Canceled",67.49
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",29,2017,10,"Online",0,0,0,"Not_Canceled",96.3
1,0,2,4,"Meal Plan 1",0,"Room_Type 1",69,2018,6,"Offline",0,0,0,"Canceled",120
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",13,2018,4,"Offline",0,0,0,"Not_Canceled",131.6
2,0,2,3,"Meal Plan 2",0,"Room_Type 1",12,2018,2,"Online",0,0,1,"Not_Canceled",129
1,0,0,1,"Meal Plan 1",0,"Room_Type 4",21,2017,11,"Offline",0,0,0,"Not_Canceled",92
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",22,2018,6,"Online",0,0,1,"Not_Canceled",141
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",279,2018,10,"Offline",0,0,0,"Canceled",110
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",164,2018,7,"Online",0,0,0,"Canceled",105.3
2,0,1,0,"Not Selected",0,"Room_Type 1",5,2018,5,"Online",0,0,1,"Not_Canceled",68.53
2,0,1,5,"Meal Plan 1",0,"Room_Type 3",11,2018,11,"Corporate",0,0,1,"Not_Canceled",110
1,0,1,0,"Not Selected",0,"Room_Type 1",4,2018,5,"Offline",0,0,1,"Not_Canceled",144
2,0,0,1,"Meal Plan 1",0,"Room_Type 4",13,2018,7,"Online",0,0,2,"Not_Canceled",116
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,"Offline",0,0,0,"Canceled",110
2,2,1,4,"Meal Plan 1",0,"Room_Type 6",128,2018,8,"Online",0,0,0,"Canceled",137.91
2,0,4,7,"Not Selected",0,"Room_Type 1",0,2018,12,"Online",0,0,0,"Not_Canceled",71.25
2,0,2,5,"Meal Plan 2",0,"Room_Type 1",49,2018,5,"Offline",0,0,0,"Not_Canceled",106.25
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",144,2017,12,"Online",0,0,2,"Not_Canceled",72.25
2,0,0,2,"Not Selected",0,"Room_Type 1",32,2018,12,"Online",0,0,2,"Not_Canceled",88
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",49,2018,10,"Online",0,0,2,"Not_Canceled",113.4
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",61,2017,7,"Online",0,0,1,"Canceled",76.5
2,0,0,1,"Not Selected",0,"Room_Type 1",73,2018,12,"Online",0,0,1,"Not_Canceled",60.98
1,0,0,3,"Meal Plan 2",0,"Room_Type 1",71,2018,5,"Offline",0,0,0,"Not_Canceled",98
2,0,1,2,"Not Selected",0,"Room_Type 1",128,2018,9,"Online",0,0,1,"Not_Canceled",118.8
1,0,0,1,"Meal Plan 2",0,"Room_Type 1",9,2018,4,"Online",0,0,0,"Not_Canceled",0
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",16,2018,3,"Online",0,0,1,"Not_Canceled",141
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",74,2018,4,"Online",0,0,1,"Not_Canceled",99.45
2,0,0,5,"Meal Plan 1",0,"Room_Type 1",38,2017,10,"Online",0,0,0,"Not_Canceled",96.3
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",268,2018,4,"Offline",0,0,0,"Not_Canceled",78
2,1,0,3,"Meal Plan 1",0,"Room_Type 1",15,2018,10,"Online",0,0,0,"Not_Canceled",138.5
2,2,0,1,"Meal Plan 1",0,"Room_Type 6",209,2018,7,"Online",0,0,0,"Canceled",168.3
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",192,2018,9,"Online",0,0,2,"Canceled",107.1
2,0,2,5,"Meal Plan 2",0,"Room_Type 4",87,2018,9,"Online",0,0,1,"Not_Canceled",183.6
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",59,2018,11,"Offline",0,0,0,"Not_Canceled",75
2,0,2,1,"Not Selected",0,"Room_Type 1",7,2018,10,"Online",0,0,1,"Canceled",126.67
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",314,2018,10,"Offline",0,0,0,"Canceled",75
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",10,2018,10,"Offline",0,0,0,"Not_Canceled",129
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,2018,3,"Online",0,0,0,"Not_Canceled",86
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",12,2018,1,"Corporate",0,0,0,"Not_Canceled",80
2,0,1,2,"Not Selected",0,"Room_Type 1",11,2018,2,"Online",0,0,1,"Not_Canceled",81
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",62,2018,7,"Online",0,0,1,"Not_Canceled",105.3
2,0,1,1,"Meal Plan 1",0,"Room_Type 4",0,2018,6,"Online",0,0,1,"Not_Canceled",149
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,2018,9,"Offline",0,0,1,"Canceled",115
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",323,2018,5,"Offline",0,0,0,"Canceled",70
2,0,0,3,"Not Selected",0,"Room_Type 1",15,2017,9,"Online",0,0,0,"Not_Canceled",78.03
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",253,2017,9,"Online",0,0,3,"Not_Canceled",89.25
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",50,2018,1,"Online",0,0,1,"Not_Canceled",75.95
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,10,"Offline",0,0,0,"Not_Canceled",96
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,"Offline",0,0,0,"Canceled",75
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,2018,4,"Online",0,0,1,"Not_Canceled",95
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",152,2018,6,"Online",0,0,0,"Canceled",132.9
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",102,2018,5,"Online",0,0,1,"Not_Canceled",108.3
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",192,2018,8,"Online",0,0,1,"Canceled",137.7
2,1,0,1,"Meal Plan 1",0,"Room_Type 1",30,2018,4,"Online",0,0,2,"Not_Canceled",130.5
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,2018,4,"Offline",0,0,0,"Not_Canceled",65
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2018,7,"Online",0,0,1,"Not_Canceled",96.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",30,2018,6,"Offline",0,0,0,"Not_Canceled",140
2,0,2,0,"Meal Plan 1",0,"Room_Type 1",20,2018,9,"Offline",0,0,1,"Not_Canceled",85.5
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",64,2018,2,"Offline",0,0,0,"Not_Canceled",65
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,2018,2,"Offline",0,0,0,"Not_Canceled",76
1,0,1,3,"Meal Plan 1",0,"Room_Type 1",19,2018,11,"Online",0,0,1,"Not_Canceled",58.45
2,0,1,2,"Not Selected",0,"Room_Type 1",36,2018,5,"Online",0,0,2,"Not_Canceled",116.1
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",72,2017,9,"Offline",0,0,0,"Not_Canceled",108
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",155,2018,7,"Online",0,0,1,"Canceled",137.7
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",27,2018,11,"Online",0,0,2,"Not_Canceled",88.4
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",72,2018,3,"Online",0,0,1,"Not_Canceled",81.3
1,0,1,4,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Online",0,0,1,"Not_Canceled",90.71
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",276,2018,5,"Offline",0,0,0,"Canceled",61
2,0,0,1,"Not Selected",0,"Room_Type 1",8,2018,9,"Online",0,0,0,"Not_Canceled",119
2,0,0,1,"Not Selected",0,"Room_Type 1",19,2017,9,"Online",0,0,0,"Not_Canceled",96
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",105
1,0,2,0,"Meal Plan 1",0,"Room_Type 1",3,2018,3,"Corporate",1,0,1,"Not_Canceled",65
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,2018,6,"Online",0,0,3,"Not_Canceled",167
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",105,2017,10,"Offline",0,0,0,"Canceled",110
2,0,0,1,"Meal Plan 1",1,"Room_Type 1",4,2018,11,"Online",0,0,2,"Not_Canceled",120
1,1,0,4,"Meal Plan 1",0,"Room_Type 1",59,2018,12,"Online",0,0,1,"Not_Canceled",68.07
2,0,2,3,"Meal Plan 1",0,"Room_Type 4",141,2018,5,"Online",0,0,2,"Not_Canceled",108.29
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",85,2018,10,"Offline",0,0,2,"Not_Canceled",85
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",159,2018,4,"Offline",0,0,1,"Not_Canceled",70
2,0,2,4,"Meal Plan 1",0,"Room_Type 4",36,2018,3,"Online",0,0,2,"Canceled",125.1
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2017,9,"Offline",1,1,0,"Not_Canceled",98.1
2,0,1,4,"Meal Plan 1",0,"Room_Type 4",12,2018,9,"Online",0,0,1,"Not_Canceled",147.2
2,1,0,2,"Meal Plan 1",0,"Room_Type 1",58,2018,6,"Online",0,0,2,"Not_Canceled",138.6
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",46,2018,11,"Offline",0,0,0,"Not_Canceled",75
2,1,1,2,"Meal Plan 1",0,"Room_Type 1",150,2018,10,"Online",0,0,2,"Not_Canceled",135
2,0,1,1,"Not Selected",0,"Room_Type 1",1,2017,10,"Online",0,0,1,"Not_Canceled",0
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",4,2017,8,"Online",0,0,3,"Not_Canceled",122
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",46,2018,11,"Online",0,0,1,"Not_Canceled",128.38
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",290,2018,12,"Online",0,0,0,"Canceled",86.7
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",78,2018,11,"Online",0,0,2,"Not_Canceled",86.4
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",88,2018,7,"Offline",0,0,0,"Canceled",82.45
2,1,0,5,"Meal Plan 1",0,"Room_Type 5",63,2018,7,"Offline",0,0,2,"Not_Canceled",131.75
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",15,2018,6,"Online",0,0,1,"Not_Canceled",120.18
2,0,0,1,"Not Selected",0,"Room_Type 1",82,2018,6,"Online",0,0,0,"Canceled",85.5
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",10,2018,12,"Online",0,0,0,"Not_Canceled",89.59
2,0,2,4,"Meal Plan 1",0,"Room_Type 4",42,2018,8,"Online",0,0,2,"Not_Canceled",147.9
1,0,0,2,"Meal Plan 1",1,"Room_Type 1",1,2018,8,"Corporate",0,0,1,"Not_Canceled",67
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Offline",0,0,0,"Canceled",130
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",35,2018,10,"Offline",0,0,1,"Not_Canceled",85
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",112,2018,3,"Offline",0,0,1,"Not_Canceled",58
2,0,2,5,"Meal Plan 2",0,"Room_Type 1",159,2018,7,"Online",0,0,1,"Canceled",132.96
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",238,2018,9,"Online",0,0,1,"Canceled",106.2
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,"Offline",0,0,1,"Canceled",115
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",141,2018,7,"Online",0,0,1,"Not_Canceled",111.68
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",12,2017,10,"Online",0,0,1,"Not_Canceled",103.84
2,1,2,0,"Meal Plan 1",0,"Room_Type 1",16,2018,12,"Online",0,0,1,"Not_Canceled",118.8
2,0,2,3,"Meal Plan 1",0,"Room_Type 4",47,2018,10,"Online",0,0,2,"Not_Canceled",95.48
2,0,0,1,"Not Selected",0,"Room_Type 1",32,2018,8,"Online",0,0,1,"Not_Canceled",96.33
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",230,2018,12,"Online",0,0,1,"Not_Canceled",82.95
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",82,2018,8,"Online",0,0,1,"Not_Canceled",112.1
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,"Offline",0,0,0,"Canceled",89
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",279,2018,10,"Offline",0,0,0,"Canceled",110
2,1,0,1,"Meal Plan 1",0,"Room_Type 4",4,2018,8,"Online",0,0,1,"Not_Canceled",183.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",73,2017,11,"Offline",0,0,0,"Not_Canceled",85.67
3,0,2,1,"Meal Plan 1",0,"Room_Type 4",216,2018,8,"Online",0,0,2,"Canceled",128.7
2,0,1,4,"Meal Plan 1",0,"Room_Type 4",117,2018,4,"Online",0,0,0,"Not_Canceled",96.05
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,"Offline",0,0,0,"Not_Canceled",94.5
2,2,0,1,"Meal Plan 1",1,"Room_Type 6",2,2018,9,"Online",0,0,1,"Not_Canceled",249
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",29,2017,10,"Online",0,0,2,"Not_Canceled",98.98
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",16,2018,8,"Online",0,0,1,"Not_Canceled",121
2,2,0,3,"Meal Plan 1",0,"Room_Type 6",89,2018,7,"Online",0,0,0,"Canceled",183.3
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",26,2018,11,"Online",0,0,1,"Not_Canceled",153.23
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,"Offline",0,0,0,"Not_Canceled",73
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",56,2017,9,"Offline",0,0,0,"Not_Canceled",82
2,0,0,1,"Not Selected",0,"Room_Type 1",10,2018,10,"Online",0,0,2,"Not_Canceled",120
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",31,2018,9,"Online",0,0,2,"Not_Canceled",149.4
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",182,2018,9,"Online",0,0,2,"Canceled",117.9
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,"Offline",0,0,1,"Canceled",115
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",34,2018,1,"Online",0,0,1,"Not_Canceled",99.3
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",0,2017,8,"Offline",0,0,0,"Not_Canceled",109
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,1,"Offline",0,0,1,"Not_Canceled",52
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",6,2018,4,"Online",0,0,1,"Not_Canceled",88.51
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
2,0,2,1,"Meal Plan 1",0,"Room_Type 4",80,2018,5,"Online",0,0,1,"Not_Canceled",140.4
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",13,2018,11,"Corporate",0,0,0,"Not_Canceled",65
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",418,2018,9,"Offline",0,0,0,"Canceled",107
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",4,2018,9,"Offline",0,0,0,"Not_Canceled",95
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Offline",0,0,0,"Canceled",130
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",4,2018,2,"Offline",0,0,0,"Not_Canceled",72.1
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,"Complementary",0,0,0,"Not_Canceled",0
2,0,2,0,"Meal Plan 1",0,"Room_Type 1",95,2018,11,"Online",0,0,2,"Canceled",90
2,0,1,2,"Not Selected",0,"Room_Type 1",179,2018,8,"Online",0,0,0,"Canceled",85.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,2018,11,"Offline",0,0,0,"Canceled",89
2,2,0,3,"Meal Plan 1",0,"Room_Type 7",1,2018,6,"Online",0,0,2,"Not_Canceled",209.1
2,0,1,2,"Not Selected",0,"Room_Type 1",55,2018,9,"Online",0,0,1,"Canceled",108
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",37,2018,6,"Online",0,0,1,"Not_Canceled",108.9
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",86,2018,5,"Offline",0,0,1,"Not_Canceled",65
2,1,0,3,"Meal Plan 1",0,"Room_Type 1",14,2018,3,"Online",0,0,2,"Not_Canceled",127
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,2017,12,"Online",0,0,1,"Not_Canceled",81
3,0,2,3,"Meal Plan 1",0,"Room_Type 4",24,2018,4,"Online",0,0,2,"Not_Canceled",145.4
1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,2018,7,"Offline",0,0,0,"Canceled",110
2,0,0,2,"Not Selected",0,"Room_Type 1",6,2018,1,"Online",0,0,2,"Not_Canceled",69.5
3,0,1,4,"Meal Plan 1",0,"Room_Type 4",2,2018,2,"Online",0,0,1,"Not_Canceled",133.6
1,0,0,3,"Meal Plan 1",0,"Room_Type 4",28,2018,6,"Online",0,0,1,"Not_Canceled",108.42
2,0,2,3,"Meal Plan 1",0,"Room_Type 4",51,2018,9,"Online",0,0,1,"Not_Canceled",149.4
3,0,0,3,"Meal Plan 1",0,"Room_Type 4",198,2018,9,"Online",0,0,3,"Not_Canceled",159.3
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",138,2018,6,"Online",0,0,1,"Canceled",109.8
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",0,2018,1,"Offline",0,0,0,"Not_Canceled",64.5
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,"Online",0,0,0,"Not_Canceled",0
2,0,0,4,"Meal Plan 1",0,"Room_Type 4",83,2018,10,"Online",0,0,2,"Not_Canceled",132.3
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",55,2018,2,"Online",0,0,1,"Not_Canceled",83.3
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",8,2018,5,"Corporate",0,0,0,"Not_Canceled",130
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",21,2018,3,"Online",0,0,0,"Canceled",129
2,0,1,4,"Meal Plan 1",0,"Room_Type 4",31,2018,4,"Online",0,0,2,"Not_Canceled",114.84
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",50,2018,11,"Online",0,0,2,"Not_Canceled",93.6
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",96,2018,9,"Online",0,0,0,"Canceled",135.9
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",179,2018,10,"Online",0,0,1,"Canceled",108.9
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",55,2017,11,"Online",0,0,2,"Not_Canceled",73.8
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",2,2017,8,"Online",0,0,1,"Not_Canceled",127.33
2,0,0,2,"Not Selected",0,"Room_Type 1",1,2017,12,"Online",0,0,0,"Not_Canceled",72.67
1,0,0,3,"Not Selected",0,"Room_Type 1",25,2018,5,"Online",0,0,0,"Not_Canceled",129
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",41,2017,10,"Online",0,0,2,"Not_Canceled",103.5
1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,2018,7,"Offline",0,0,0,"Canceled",110
1,0,2,3,"Meal Plan 1",0,"Room_Type 1",85,2018,3,"Online",0,0,0,"Not_Canceled",73.95
3,1,2,1,"Meal Plan 1",0,"Room_Type 7",24,2018,5,"Online",0,0,0,"Canceled",285.17
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",19,2018,6,"Corporate",0,0,0,"Not_Canceled",100
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",143,2018,8,"Offline",0,0,0,"Not_Canceled",90
1,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,2,"Online",0,0,0,"Not_Canceled",94
2,0,2,0,"Not Selected",0,"Room_Type 1",2,2018,6,"Online",0,0,1,"Not_Canceled",122
2,0,0,1,"Meal Plan 1",1,"Room_Type 1",0,2018,6,"Online",0,0,0,"Not_Canceled",130
2,0,1,3,"Meal Plan 1",0,"Room_Type 2",93,2018,4,"Online",0,0,0,"Not_Canceled",73.74
1,2,1,1,"Meal Plan 1",1,"Room_Type 5",3,2018,7,"Complementary",0,0,1,"Not_Canceled",0
2,0,0,2,"Not Selected",0,"Room_Type 1",38,2018,3,"Online",0,0,0,"Not_Canceled",90.2
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",103,2017,7,"Offline",0,0,0,"Canceled",94.5
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",276,2018,5,"Offline",0,0,0,"Canceled",61
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",7,2018,8,"Online",0,0,2,"Not_Canceled",107.03
2,0,0,1,"Not Selected",0,"Room_Type 1",18,2018,4,"Online",0,0,1,"Not_Canceled",89
3,0,1,2,"Meal Plan 1",0,"Room_Type 4",78,2018,4,"Online",0,0,2,"Not_Canceled",128.7
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2017,10,"Offline",0,0,0,"Not_Canceled",100
3,0,0,4,"Meal Plan 1",0,"Room_Type 4",107,2018,8,"Online",0,0,0,"Canceled",152.1
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,2018,2,"Offline",0,0,0,"Canceled",61
1,0,0,3,"Not Selected",0,"Room_Type 1",15,2018,11,"Online",0,0,1,"Not_Canceled",130.9
2,0,1,0,"Not Selected",0,"Room_Type 1",0,2018,10,"Online",0,0,0,"Not_Canceled",140
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",43,2018,4,"Offline",0,0,0,"Not_Canceled",96.3
1,0,1,3,"Meal Plan 1",0,"Room_Type 1",60,2018,11,"Online",0,0,0,"Canceled",74.8
2,1,1,3,"Meal Plan 1",0,"Room_Type 1",38,2018,4,"Online",0,0,1,"Not_Canceled",121.95
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,1,"Complementary",1,2,1,"Not_Canceled",0
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",130,2018,4,"Online",0,0,2,"Not_Canceled",82.59
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",338,2018,10,"Offline",0,0,1,"Not_Canceled",90.67
3,0,4,11,"Meal Plan 1",0,"Room_Type 4",90,2018,8,"Online",0,0,0,"Canceled",150.3
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",11,2017,10,"Offline",0,0,0,"Not_Canceled",88.5
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,8,"Online",0,0,2,"Not_Canceled",106
2,1,2,5,"Meal Plan 1",0,"Room_Type 1",172,2018,7,"Online",0,0,0,"Canceled",112.32
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,"Offline",0,0,0,"Not_Canceled",185
1,0,1,2,"Not Selected",0,"Room_Type 1",3,2018,12,"Online",0,0,0,"Not_Canceled",79.5
2,0,0,3,"Meal Plan 2",0,"Room_Type 1",34,2017,9,"Offline",0,0,0,"Canceled",224.67
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",85,2018,7,"Online",0,0,1,"Not_Canceled",99.9
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",30,2018,11,"Online",0,0,0,"Canceled",68.71
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,2018,9,"Offline",0,0,1,"Canceled",115
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",104,2018,7,"Online",0,0,2,"Not_Canceled",88.01
1,0,0,1,"Meal Plan 1",1,"Room_Type 1",5,2018,5,"Corporate",1,1,0,"Not_Canceled",67
